brand,model,variant,fuel_type,body_type,transmission,owner_type,owner_number,kms_driven,model_year,registration_year,engine_displacement,mileage,max_power,torque,color,engine_type,gear_box,drive_type,steering_type,top_speed,acceleration,price,City,car_age
Maruti,Maruti Alto 800,LXI,Petrol,Hatchback,Manual,2nd Owner,2,78010,2015,2016,796.0,22.05,47.33,69.0,Silver,F8D Petrol Engine,5 Speed,,,170.0,12.9,250999.99999999997,Hyderabad,10
Ford,Ford Ecosport,1.5 Petrol Titanium Plus,Petrol,SUV,Manual,1st Owner,1,14087,2021,2021,1496.0,15.9,120.69,149.0,Brown,Ti-VCT Petrol Engine,5 Speed,FWD,Electric,170.0,12.9,988000.0000000001,Hyderabad,4
MG,MG ZS EV,Exclusive,Electric,SUV,Automatic,1st Owner,1,30000,2022,2022,745.5,19.255853130413264,174.33,280.0,White,,,,Electric,170.0,11.549999999999997,2675000.0,Hyderabad,3
Tata,Tata Nexon,XZ Plus P Dark Edition Diesel,Diesel,SUV,Manual,1st Owner,1,55253,2022,2022,1497.0,21.19,108.49,260.0,Black,1.5l Turbocharged Revotorq Engine,6-Speed,,,170.0,12.9,1157000.0,Hyderabad,3
Kia,Kia Seltos,GTX Plus DCT,Petrol,SUV,Automatic,1st Owner,1,63008,2020,2020,1353.0,16.5,138.08,242.0,Silver,Smartstream G1.4,7-Speed DCT,FWD,Electric,170.0,12.9,1598000.0,Hyderabad,5
MG,MG ZS EV,Exclusive,Electric,SUV,Automatic,1st Owner,1,22000,2022,2022,745.5,19.255853130413264,174.33,280.0,White,,,,Electric,170.0,11.549999999999997,2675000.0,Hyderabad,3
Maruti,Maruti Alto 800,LXI,Petrol,Hatchback,Manual,1st Owner,1,73944,2015,2016,796.0,22.05,47.33,69.0,Silver,F8D Petrol Engine,5 Speed,,,170.0,12.9,266000.0,Hyderabad,10
Skoda,Skoda Superb,Laurin & klement BSVI,Petrol,Sedan,Automatic,1st Owner,1,37000,2021,2021,1949.5,15.1,177.54999999999998,320.0,Brown,2.0L Turbocharged Petrol,7-Speed DSG,FWD,Power,170.0,12.9,3275000.0,Hyderabad,4
Maruti,Maruti Alto 800,LXI,Petrol,Hatchback,Manual,2nd Owner,2,52052,2017,2017,796.0,22.05,47.33,69.0,Red,F8D Petrol Engine,5 Speed,,,170.0,12.9,279000.0,Hyderabad,8
Hyundai,Hyundai Grand i10,1.2 Kappa Magna BSIV,Petrol,Hatchback,Manual,2nd Owner,2,42399,2018,2019,1197.0,18.9,81.86,113.75,White,Kappa VTVT Petrol Engine,5 Speed,FWD,Power,165.0,12.9,465000.00000000006,Hyderabad,7
Maruti,Maruti Swift Dzire,VDI,Diesel,Sedan,Manual,1st Owner,1,50000,2015,2015,1248.0,26.59,74.0,190.0,Others,DDiS Diesel Engine,5 Speed,FWD,Power,169.0,13.8,210000.0,Hyderabad,10
Maruti,Maruti Wagon R,CNG LXI,Cng,Hatchback,Manual,1st Owner,1,64584,2020,2020,998.0,27.984999999999992,58.33,78.0,Silver,K10B Petrol Engine,5 Speed,FWD,Power,170.0,14.350000000000001,549000.0,Hyderabad,5
Maruti,Maruti Eeco,5 Seater AC BSIV,Petrol,Minivans,Manual,1st Owner,1,44000,2014,2014,1196.0,15.37,73.0,101.0,Grey,In-Line Engine,5 Speed,RWD,Manual,154.5,14.350000000000001,345000.0,Hyderabad,11
Renault,Renault KWID,1.0 RXT Optional AT 2016-2019,Petrol,Hatchback,Automatic,1st Owner,1,101434,2017,2020,999.0,23.01,67.0,91.0,White,Petrol Engine,5 Speed,FWD,Power,155.0,13.9,300000.0,Hyderabad,8
Maruti,Maruti Eeco,5 Seater AC BSVI,Petrol,,Manual,1st Owner,1,13500,2019,2019,1197.0,19.71,79.65,104.4,Silver,K12N,5 Speed,,Manual,170.0,12.9,495000.0,Hyderabad,6
Volkswagen,Volkswagen Ameo,1.5 TDI Trendline,Diesel,Sedan,Manual,2nd Owner,2,75000,2017,2017,1498.0,21.66,108.62,250.0,Brown,TDI Diesel Engine,5 Speed,FWD,Power,170.0,11.64,475000.0,Hyderabad,8
Hyundai,Hyundai Verna,1.6 SX,Diesel,Sedan,Manual,1st Owner,1,75000,2012,2012,1582.0,22.32,126.32,259.8,White,Diesel Engine,6 Speed ,FWD,Power,182.5,11.549999999999997,445000.0,Hyderabad,13
Honda,Honda City,1.5 S MT,Petrol,Sedan,Manual,1st Owner,1,96402,2010,2011,1497.0,17.0,118.0,146.0,Bold Beige Metallic,In-Line Engine,5 Speed,FWD,Power,170.0,12.9,165000.0,Hyderabad,15
MG,MG Hector Plus,Smart CVT,Petrol,SUV,Automatic,1st Owner,1,20225,2021,2021,1451.0,19.255853130413264,141.0,250.0,Starry Black,1.5L Turbocharged Intercooled,6-speed CVT,,,170.0,12.9,1491000.0,Hyderabad,4
Hyundai,Hyundai i10,Era,Petrol,Hatchback,Manual,1st Owner,1,55000,2016,2016,1086.0,19.81,68.05,99.04,Red,IRDE2 Engine,5 Speed,FWD,Power,165.0,14.3,290000.0,Hyderabad,9
Tata,Tata Nexon,XM BSVI,Petrol,SUV,Manual,1st Owner,1,44641,2021,2021,1199.0,17.33,118.35,170.0,Others,1.2l Turbocharged Revotron Engine,6 Speed,,Electric,170.0,12.9,860000.0,Hyderabad,4
Hyundai,Hyundai i10,Magna,Petrol,Hatchback,Manual,1st Owner,1,83958,2010,2011,1197.0,20.36,78.9,111.7,Red,Kappa Petrol Engine,5 Speed,FWD,Power,170.0,12.9,241000.0,Hyderabad,15
Mahindra,Mahindra Scorpio,SLX 2.6 Turbo 7 Str,Diesel,SUV,Manual,3rd Owner,3,124406,2006,2007,1949.5,10.5,120.0,290.0,White,In-Line Engine,5 Speed,2WD,Power,154.5,14.350000000000001,121000.0,Hyderabad,18
Tata,Tata Nexon,1.2 Revotron XZA Plus,Petrol,SUV,Automatic,2nd Owner,2,35226,2018,2018,1198.0,17.0,108.5,170.0,Blue,Revotron 1.2L Turbocharged engine,6 Speed,FWD,Power,154.5,12.9,817000.0,Hyderabad,7
Hyundai,Hyundai i10,Sportz AT,Petrol,Hatchback,Automatic,2nd Owner,2,75552,2011,2012,1197.0,16.95,78.9,111.8,Black,DOHC Kappa2 Engine,4-Speed,FWD,Power,170.0,12.9,330000.0,Hyderabad,14
Hyundai,Hyundai i10,Sportz 1.2,Petrol,Hatchback,Manual,1st Owner,1,107972,2010,2010,1197.0,20.36,78.9,111.8,Sleek Silver,DOHC Engine,5 Speed,FWD,Power,170.0,12.9,185000.0,Hyderabad,15
Volkswagen,Volkswagen Ameo,1.0 MPI Comfortline,Petrol,Sedan,Manual,1st Owner,1,46451,2019,2019,999.0,19.44,75.0,95.0,White,MPI Petrol Engine,5 Speed,FWD,Power,170.0,12.9,568000.0,Hyderabad,6
Maruti,Maruti Eeco,5 Seater AC 2020-2022,Petrol,Minivans,Manual,1st Owner,1,28220,2021,2021,1196.0,16.11,72.41,98.0,Silver,G12B,5 Speed,,Manual,170.0,12.9,470000.0,Hyderabad,4
Maruti,Maruti S-Presso,VXI Plus AT 2019-2022,Petrol,Hatchback,Automatic,1st Owner,1,77415,2019,2019,998.0,21.7,67.05,90.0,Blue,K10B,AGS,FWD,Power,170.0,12.9,457000.0,Hyderabad,6
Hyundai,Hyundai Venue,SX Plus Turbo DCT BSIV,Petrol,SUV,Automatic,1st Owner,1,47314,2020,2020,998.0,18.15,118.35,171.6,Blue,,7-Speed,FWD,Power,170.0,12.9,1022000.0000000001,Hyderabad,5
Renault,Renault KWID,Climber 1.0 AMT Opt BSIV,Petrol,Hatchback,Automatic,1st Owner,1,50000,2017,2017,999.0,24.04,67.0,91.0,Others,Petrol Engine,5 Speed,FWD,Power,170.0,12.9,312000.0,Hyderabad,8
Tata,Tata Indica,TDI LS,Diesel,Hatchback,Manual,2nd Owner,2,120000,2012,2012,1405.0,19.4,70.0,135.4,Others,4Cylinder Turbo Intercool,5 Speed,FWD,Power,170.0,12.9,117000.0,Hyderabad,13
Skoda,Skoda Rapid,1.5 TDI Style BSIV,Diesel,Sedan,Manual,1st Owner,1,40000,2018,2018,1498.0,21.13,108.6,250.0,Black,Diesel Engine,5 Speed,FWD,Power,182.5,12.9,869999.9999999999,Hyderabad,7
Honda,Honda Brio,S MT,Petrol,Hatchback,Manual,2nd Owner,2,80000,2013,2013,1198.0,19.4,86.8,109.0,White,i-VTEC Engine,5 Speed,FWD,Power,164.0,14.350000000000001,285000.0,Hyderabad,12
Toyota,Toyota Fortuner,2.8 4WD MT BSIV,Diesel,SUV,Manual,1st Owner,1,120000,2018,2018,1949.5,14.24,174.5,372.5,Others,1-GD FTV Engine,6 Speed,4WD,Power,170.0,12.9,2800000.0,Hyderabad,7
Maruti,Maruti Eeco,5 Seater AC BSVI,Petrol,,Manual,1st Owner,1,16415,2020,2020,1197.0,19.71,79.65,104.4,Grey,K12N,5 Speed,,Manual,170.0,12.9,520000.0,Hyderabad,5
Maruti,Maruti Alto,LXi,Petrol,Hatchback,Manual,2nd Owner,2,110000,2008,2008,796.0,19.7,46.3,62.0,Others,In-Line Engine,5 Speed,FWD,Power,154.5,14.350000000000001,100000.0,Hyderabad,17
Maruti,Maruti Wagon R,ZXI AMT 1.2,Petrol,Hatchback,Automatic,1st Owner,1,30564,2019,2019,1197.0,20.52,81.8,113.0,Grey,K12M Petrol Engine,5 Speed,FWD,Power,170.0,14.350000000000001,550000.0,Hyderabad,6
Ford,Ford Figo,Diesel Titanium,Diesel,Hatchback,Manual,2nd Owner,2,90000,2011,2011,1399.0,20.0,68.0,160.0,White,Diesel Engine,5 Speed,Front Wheel Drive,Power,154.5,14.350000000000001,185000.0,Hyderabad,14
Datsun,Datsun GO Plus,T Petrol,Petrol,MUV,Manual,3rd Owner,3,62674,2019,2019,1198.0,19.83,67.0,104.0,Silver,Naturally Aspirated 12V DOHC EFI,5 Speed,FWD,Power,154.5,14.2,430999.99999999994,Hyderabad,6
Honda,Honda Jazz,V CVT,Petrol,Hatchback,Automatic,1st Owner,1,61710,2018,2018,1199.0,18.2,88.7,110.0,Brown,i-VTEC Petrol Engine,5 Speed,FWD,Power,172.0,13.7,631000.0,Hyderabad,7
Hyundai,Hyundai Verna,1.6 SX CRDI (O) AT,Diesel,Sedan,Automatic,1st Owner,1,95000,2012,2012,1582.0,22.32,126.32,259.8,White,Diesel Engine,4 Speed ,FWD,Power,182.5,11.549999999999997,476000.0,Hyderabad,13
Hyundai,Hyundai Creta,1.6 CRDi AT SX Plus,Diesel,SUV,Automatic,1st Owner,1,99215,2017,2018,1582.0,17.01,126.2,259.9,Silver,U2 CRDI VGT Engine,6 Speed,FWD,Power,182.5,11.549999999999997,1119000.0,Hyderabad,8
Tata,Tata Nexon,1.5 Revotorq XZA Plus DualTone,Diesel,SUV,Automatic,1st Owner,1,46034,2019,2019,1497.0,21.5,108.5,260.0,Orange,"Revotorq, 1.5L Turbocharged engine",6 Speed,FWD,Power,154.5,12.9,1002000.0,Hyderabad,6
Maruti,Maruti Ertiga,VXI,Petrol,MUV,Manual,1st Owner,1,20000,2014,2015,1373.0,16.02,93.7,130.0,White,K Series Petrol Engine,5 Speed ,FWD,Power,164.0,13.0,685000.0,Hyderabad,11
Honda,Honda Brio,V MT,Petrol,Hatchback,Manual,1st Owner,1,60993,2013,2013,1198.0,19.4,86.8,109.0,Red,i-VTEC Engine,5 Speed,FWD,Power,170.0,12.9,347000.0,Hyderabad,12
Mahindra,Mahindra XUV500,W4,Diesel,SUV,Manual,2nd Owner,2,90000,2015,2015,1949.5,16.0,140.0,330.0,Others,mHawk Diesel Engine,6 Speed ,FWD,Power,182.5,11.549999999999997,650000.0,Hyderabad,10
Maruti,Maruti Swift Dzire,ZDI Plus,Diesel,Sedan,Manual,1st Owner,1,71821,2017,2017,1248.0,27.984999999999992,74.02,190.0,Red,DDiS Diesel Engine,5 Speed,FWD,Power,170.0,13.03,756000.0,Hyderabad,8
MG,MG Hector,Hybrid Super MT,Petrol,SUV,Manual,1st Owner,1,2486,2021,2021,1451.0,15.81,141.0,250.0,Black,,6 Speed,FWD,,170.0,12.9,1581000.0,Hyderabad,4
Honda,Honda Civic,1.8 V AT,Petrol,Sedan,Automatic,3rd Owner,3,60000,2006,2006,1799.0,12.9,130.0,172.0,Others,In-Line Engine,5 Speed,FWD,Power,182.5,11.549999999999997,229999.99999999997,Hyderabad,18
Hyundai,Hyundai Grand i10 Nios,Magna,Petrol,Hatchback,Manual,1st Owner,1,12740,2020,2020,1197.0,20.7,81.86,113.8,Silver,1.2 Kappa petrol,5-Speed,,Electric,170.0,12.9,584000.0,Hyderabad,5
Tata,Tata Nexon EV Prime,XZ Plus Dark Edition,Electric,SUV,Automatic,1st Owner,1,30000,2022,2022,745.5,19.255853130413264,127.0,245.0,Others,,,,Electric,170.0,11.549999999999997,1500000.0,Hyderabad,3
Hyundai,Hyundai Grand i10,1.2 CRDi Magna,Diesel,Hatchback,Manual,2nd Owner,2,79079,2018,2018,1186.0,24.0,73.97,190.24,Fiery Red,U2 CRDi  Diesel Engine,5 Speed,FWD,Power,154.5,13.21,400000.0,Hyderabad,7
Tata,Tata Altroz,XZ BSVI,Petrol,Hatchback,Manual,1st Owner,1,28522,2022,2022,1199.0,19.33,86.83,113.0,White,1.2 l Revotron,5-Speed,,Electric,170.0,12.9,535000.0,Hyderabad,3
Mahindra,Mahindra E Verito,D2,Electric,Sedan,Automatic,1st Owner,1,67200,2018,2018,745.5,19.255853130413264,41.57,91.0,White,Electric Engine,Fully Automatic,FWD,Hydraulic,154.5,12.9,409999.99999999994,Hyderabad,7
Mahindra,Mahindra E Verito,D2,Electric,Sedan,Automatic,1st Owner,1,50000,2018,2018,745.5,19.255853130413264,41.57,91.0,White,Electric Engine,Fully Automatic,FWD,Hydraulic,154.5,12.9,295000.0,Hyderabad,7
Volvo,Volvo S60,D4 Momentum BSIV,Diesel,Sedan,Automatic,1st Owner,1,46000,2018,2018,1949.5,27.03,177.54999999999998,372.5,Black,Turbo Diesel Engine,8 Speed,FWD,Power,182.5,11.549999999999997,2200000.0,Hyderabad,7
Mahindra,Mahindra Scorpio N,Z8L Diesel BSVI,Diesel,SUV,Manual,1st Owner,1,20000,2022,2022,1949.5,19.255853130413264,172.45,370.0,Others,mHawk,6-Speed,2WD,Electric,170.0,12.9,2120000.0,Hyderabad,3
Mahindra,Mahindra KUV 100,mFALCON D75 K4 Plus 5str,Diesel,SUV,Manual,1st Owner,1,80000,2016,2016,1198.0,25.32,77.0,190.0,Red,mFALCON D75 Engine,5 Speed,FWD,Power,160.0,14.350000000000001,310000.0,Hyderabad,9
Renault,Renault KWID,1.0 RXT,Petrol,Hatchback,Manual,1st Owner,1,29011,2017,2017,999.0,23.01,67.0,91.0,Silver,Petrol Engine,5 Speed,FWD,Power,155.0,13.9,337000.0,Hyderabad,8
Kia,Kia Seltos,HTX G,Petrol,SUV,Manual,1st Owner,1,42372,2020,2020,1497.0,16.8,113.43,144.0,Red,SMARTSTREAM G1.5,6-Speed,FWD,Electric,170.0,12.9,1259000.0,Hyderabad,5
Mahindra,Mahindra Thar,LX 4-Str Hard Top AT BSVI,Petrol,SUV,Automatic,2nd Owner,2,23147,2021,2022,1949.5,19.255853130413264,150.0,320.0,Grey,mStallion 150 TGDi Engine,6 Speed,4X4,Power,170.0,12.9,1400000.0,Hyderabad,4
Honda,Honda City,V MT Diesel,Diesel,Sedan,Manual,1st Owner,1,22310,2022,2022,1498.0,24.1,97.89,200.0,Black,Water Cooled Inline i-DTEC DOHC,6 Speed,,Electric,170.0,12.9,1291000.0,Hyderabad,3
Maruti,Maruti Celerio,ZXI AMT,Petrol,Hatchback,Automatic,1st Owner,1,18732,2016,2016,998.0,26.0,65.71,89.0,Others,K10C,5-Speed,,Electric,170.0,12.9,498000.00000000006,Hyderabad,9
Toyota,Toyota Etios,GD,Diesel,Sedan,Manual,1st Owner,1,95417,2016,2016,1364.0,23.59,67.05,170.0,Symphony Silver,D-4D Diesel Engine,5 Speed,FWD,Power,170.0,13.9,470000.0,Hyderabad,9
Honda,Honda City,i VTEC CVT SV,Petrol,Sedan,Automatic,2nd Owner,2,62015,2014,2014,1497.0,18.0,117.3,145.0,Red,i VTEC Engine,5 Speed CVT,FWD,Power,182.5,11.549999999999997,545000.0,Hyderabad,11
Ford,Ford Ecosport,1.5 Petrol Titanium AT,Petrol,SUV,Automatic,1st Owner,1,54000,2018,2018,1496.0,14.7,120.69,149.0,Black,Ti-VCT Petrol Engine,6 Speed,FWD,Electric,170.0,12.9,894999.9999999999,Hyderabad,7
Renault,Renault KWID,1.0 RXT Optional AT 2016-2019,Petrol,Hatchback,Automatic,2nd Owner,2,51237,2019,2019,999.0,23.01,67.0,91.0,Red,Petrol Engine,5 Speed,FWD,Power,155.0,13.9,426999.99999999994,Hyderabad,6
Hyundai,Hyundai Xcent,1.2 VTVT SX Option,Petrol,Sedan,Manual,1st Owner,1,36140,2017,2018,1197.0,20.14,81.86,113.75,White,1.2L Kappa Dual VTVT Petrol,5 Speed,FWD,Power,172.0,12.9,559000.0,Hyderabad,8
Maruti,Maruti Swift,VDI,Diesel,Hatchback,Manual,2nd Owner,2,80000,2018,2018,1248.0,27.984999999999992,74.0,190.0,Others,DDiS 190 Engine,5,FWD,Power,170.0,12.9,650000.0,Hyderabad,7
Maruti,Maruti Celerio,ZXI AMT,Petrol,Hatchback,Automatic,2nd Owner,2,70895,2016,2016,998.0,26.0,65.71,89.0,White,K10C,5-Speed,,Electric,170.0,12.9,443000.0,Hyderabad,9
Hyundai,Hyundai Grand i10,1.2 CRDi Asta,Diesel,Hatchback,Manual,1st Owner,1,90000,2018,2018,1186.0,24.0,73.97,190.24,Others,U2 CRDi  Diesel Engine,5 Speed,FWD,Power,154.5,13.21,480000.0,Hyderabad,7
Tata,Tata Tigor,XZ Plus BSVI,Petrol,Sedan,Manual,1st Owner,1,60000,2020,2020,1199.0,19.28,84.82,113.0,Others,1.2L Revotron Engine,5-Speed,,Electric,170.0,12.9,660000.0,Hyderabad,5
Maruti,Maruti Wagon R,LXI,Petrol,Hatchback,Manual,1st Owner,1,70237,2007,2007,998.0,21.79,67.05,90.0,White,K10B Petrol Engine,5 Speed,FWD,Power,170.0,14.350000000000001,145000.0,Hyderabad,18
Hyundai,Hyundai Santro Xing,XO,Petrol,Hatchback,Manual,1st Owner,1,89592,2007,2007,1086.0,17.0,105.1988179082922,177.82437958839813,Blue,,,,Power,170.0,12.9,165000.0,Hyderabad,18
Chevrolet,Chevrolet Cruze,LTZ,Diesel,Sedan,Manual,1st Owner,1,79333,2010,2010,1949.5,18.3,147.9,327.0,White,"4 Cylinder, VCDi",5 Speed,,Power,170.0,12.9,380000.0,Hyderabad,15
Maruti,Maruti Swift Dzire,VDI,Diesel,Sedan,Manual,1st Owner,1,82144,2014,2014,1248.0,23.4,74.0,190.0,White,DDiS Diesel Engine,5 Speed,FWD,Power,170.0,12.9,450000.0,Hyderabad,11
BMW,BMW 3 Series,320d,Diesel,Sedan,Automatic,1st Owner,1,40000,2018,2018,1949.5,22.69,177.54999999999998,372.5,Others,TwinPower Turbo 4 Cylinder Engine,8 Speed,RWD,Power,182.5,11.549999999999997,2300000.0,Hyderabad,7
Volkswagen,Volkswagen Vento,1.5 TDI Highline AT,Diesel,Sedan,Automatic,2nd Owner,2,129517,2015,2015,1498.0,21.21,103.2,250.0,Blue,TDI Diesel Engine,7 Speed DSG,FWD,Power,182.5,11.549999999999997,500000.0,Hyderabad,10
Hyundai,Hyundai Santro,Sportz AMT BSIV,Petrol,Hatchback,Automatic,1st Owner,1,39881,2019,2019,1086.0,20.3,68.0,99.0,Others,1.1 litre Petrol Engine,5 Speed,FWD,Power,170.0,12.9,531000.0,Hyderabad,6
Tata,Tata Altroz,XT Turbo,Petrol,Hatchback,Manual,1st Owner,1,12280,2021,2021,1199.0,18.5,108.48,140.0,Others,1.2 l i-Turbo,5-Speed,,Electric,170.0,12.9,744000.0,Hyderabad,4
Tata,Tata Manza,Aura (ABS) Quadrajet BS IV,Diesel,Sedan,Manual,1st Owner,1,70000,2011,2011,1248.0,21.12,88.8,200.0,Others,"4 Cylinder, Common Rail, ",5 Speed,FWD,Power,170.0,12.9,200000.0,Hyderabad,14
Maruti,Maruti Celerio,VXI CNG Optional,Cng,Hatchback,Manual,1st Owner,1,49984,2020,2020,998.0,27.984999999999992,58.33,78.0,Silver,K10B Engine,5 Speed,FWD,Power,170.0,14.350000000000001,576000.0,Hyderabad,5
Ford,Ford Ecosport,1.5 Petrol Titanium Plus AT BSIV,Petrol,SUV,Automatic,1st Owner,1,51258,2017,2017,1497.0,14.8,121.36,150.0,White,Ti-VCT Petrol Engine,6 Speed,FWD,Power,171.0,12.51,760000.0,Hyderabad,8
Hyundai,Hyundai Xcent Prime,T Plus CNG,Cng,Sedan,Manual,2nd Owner,2,90000,2019,2019,1197.0,19.255853130413264,65.39,97.96,White,1.2 Kapa dual VTVT bi-fuel,5 Speed,,Power,170.0,12.9,400000.0,Hyderabad,6
Honda,Honda Brio,S MT,Petrol,Hatchback,Manual,2nd Owner,2,95178,2012,2012,1198.0,19.4,86.8,109.0,Black,i-VTEC Engine,5 Speed,FWD,Power,170.0,12.9,273000.0,Hyderabad,13
Volkswagen,Volkswagen Ameo,1.0 MPI Highline Plus,Petrol,Sedan,Manual,1st Owner,1,62000,2016,2016,999.0,19.44,75.0,95.0,Grey,MPI Petrol Engine,5 Speed,FWD,Power,170.0,12.9,480000.0,Hyderabad,9
Hyundai,Hyundai Creta,1.6 CRDi SX Option,Diesel,SUV,Manual,1st Owner,1,119781,2016,2016,1582.0,19.67,126.2,259.9,White,U2 CRDI VGT Engine,6 Speed,FWD,Power,182.5,11.549999999999997,922000.0000000001,Hyderabad,9
Tata,Tata Altroz,XT Turbo,Petrol,Hatchback,Manual,2nd Owner,2,31750,2021,2021,1199.0,18.5,108.48,140.0,Others,1.2 l i-Turbo,5-Speed,,Electric,170.0,12.9,746000.0,Hyderabad,4
Toyota,Toyota Innova Crysta,2.8 ZX AT BSIV,Diesel,MUV,Automatic,1st Owner,1,78000,2019,2019,1949.5,11.36,171.5,360.0,Grey,1-GD FTV Engine,6 Speed,RWD,Power,170.0,12.9,2400000.0,Hyderabad,6
Hyundai,Hyundai Verna,1.6 SX,Diesel,Sedan,Manual,1st Owner,1,110000,2013,2013,1582.0,22.32,126.32,259.8,White,Diesel Engine,6 Speed ,FWD,Power,182.5,11.549999999999997,490000.00000000006,Hyderabad,12
Hyundai,Hyundai Grand i10,AT Asta,Petrol,Hatchback,Automatic,1st Owner,1,73400,2014,2014,1197.0,18.9,82.0,114.0,White,Kappa VTVT Petrol Engine,4 Speed,FWD,Power,163.0,14.350000000000001,459999.99999999994,Hyderabad,11
Tata,Tata Tiago,1.2 Revotron XZA,Petrol,Hatchback,Automatic,3rd Owner,3,40000,2018,2018,1199.0,23.84,83.83,114.0,Others,Revotron Engine,5 Speed,FWD,Power,154.5,12.9,490000.00000000006,Hyderabad,7
Mahindra,Mahindra XUV500,W7 AT,Diesel,SUV,Automatic,1st Owner,1,49500,2020,2020,1949.5,15.1,152.87,360.0,White,mHawk155 Diesel Engine,6 Speed,FWD,Power,170.0,12.9,1589000.0,Hyderabad,5
Hyundai,Hyundai Verna,SX Opt,Petrol,Sedan,Manual,1st Owner,1,14991,2022,2023,1497.0,17.7,113.18,143.8,Phantom Black,1.5 l MPi petrol,6 Speed,,Electric,170.0,12.9,930000.0000000001,Hyderabad,3
Maruti,Maruti Ertiga,VXI,Petrol,MUV,Manual,1st Owner,1,32363,2022,2022,1462.0,19.01,103.26,138.0,Metallic Magma Grey,K15 Smart Hybrid,5 Speed,FWD,Power,170.0,12.9,702000.0,Hyderabad,3
Hyundai,Hyundai Verna,1.6 SX,Diesel,Sedan,Manual,2nd Owner,2,60000,2013,2013,1582.0,22.32,126.32,259.8,Others,Diesel Engine,6 Speed ,FWD,Power,182.5,11.549999999999997,465000.00000000006,Hyderabad,12
Hyundai,Hyundai Santro,GS,Petrol,Hatchback,Manual,2nd Owner,2,99750,2006,2006,999.0,19.255853130413264,105.1988179082922,177.82437958839813,Silver,,,,Power,170.0,12.9,50000.0,Hyderabad,18
Skoda,Skoda Rapid,1.0 TSI Style,Petrol,Sedan,Manual,1st Owner,1,15504,2021,2021,999.0,18.97,108.62,175.0,Silver,1.0L TSI Petrol,6 Speed,FWD,Power,170.0,12.9,1008000.0,Hyderabad,4
Ford,Ford Ecosport,1.5 Petrol Titanium BSIV,Petrol,SUV,Manual,1st Owner,1,20858,2018,2018,1497.0,17.0,121.31,150.0,White,Ti-VCT Petrol Engine,5 Speed,FWD,Power,170.0,12.9,813000.0000000001,Hyderabad,7
Jeep,Jeep Compass,1.4 Limited Option,Petrol,SUV,Automatic,1st Owner,1,30000,2019,2019,1368.0,16.0,160.0,250.0,Others,1.4-Litre 4-Cyl Multiair Engine,7 Speed,4X2,Power,182.5,11.549999999999997,1485000.0,Hyderabad,6
Mahindra,Mahindra Thar,CRDe,Diesel,SUV,Manual,2nd Owner,2,90305,2018,2018,1949.5,16.55,105.0,247.0,Green,NEF TCI-CRDe Engine,5 Speed,4WD,Power,154.5,14.350000000000001,744000.0,Hyderabad,7
Hyundai,Hyundai Creta,1.6 CRDi SX,Diesel,SUV,Manual,1st Owner,1,99128,2017,2017,1582.0,19.67,126.2,259.9,Red,U2 CRDI VGT Engine,6 Speed,FWD,Power,182.5,11.549999999999997,989000.0,Hyderabad,8
Jeep,Jeep Compass,1.4 Limited Option Black,Petrol,SUV,Automatic,1st Owner,1,30000,2019,2019,1368.0,16.0,160.0,250.0,Others,1.4-Litre 4-Cyl Multiair Engine,7 Speed,4X2,Power,182.5,11.549999999999997,1485000.0,Hyderabad,6
Honda,Honda Amaze,S i-Vtech,Petrol,Sedan,Manual,2nd Owner,2,52597,2014,2014,1198.0,18.0,86.7,109.0,Others,i-VTEC Petrol Engine,5 Speed,FWD,Power,160.0,14.350000000000001,408000.0,Hyderabad,11
Maruti,Maruti Swift,VDI BSIV,Diesel,Hatchback,Manual,3rd Owner,3,112921,2015,2015,1248.0,25.2,74.0,190.0,White,DDiS Diesel Engine,5 Speed,FWD,Power,155.0,14.350000000000001,400000.0,Hyderabad,10
Maruti,Maruti Swift Dzire,VDI,Diesel,Sedan,Manual,1st Owner,1,73626,2014,2014,1248.0,23.4,74.0,190.0,Black,DDiS Diesel Engine,5 Speed,FWD,Power,170.0,12.9,492000.0,Hyderabad,11
Renault,Renault KWID,Climber 1.0 AMT,Petrol,Hatchback,Automatic,1st Owner,1,42964,2018,2018,999.0,24.04,67.0,91.0,Others,Petrol Engine,5 Speed,FWD,Power,154.5,14.350000000000001,446000.0,Hyderabad,7
Maruti,Maruti Ciaz,ZDi Plus SHVS,Diesel,Sedan,Manual,2nd Owner,2,100000,2016,2016,1248.0,27.984999999999992,88.5,200.0,Silver,DDIS Diesel Engine,5 Speed,FWD,Power,182.5,14.350000000000001,500000.0,Hyderabad,9
Jeep,Jeep Compass,2.0 Longitude Option BSIV,Diesel,SUV,Manual,1st Owner,1,89906,2017,2017,1949.5,17.1,170.0,350.0,Others,2.0-Litre 4-Cyl Multijet II Engine,6 Speed,4X2,power,170.0,12.9,1103000.0,Hyderabad,8
Mahindra,Mahindra Scorpio,S5 BSIV,Diesel,SUV,Manual,2nd Owner,2,80000,2018,2018,1949.5,16.36,120.0,280.0,Red,mHawk Diesel Engine,5 Speed,RWD,Power,170.0,12.9,960000.0,Hyderabad,7
Maruti,Maruti Swift Dzire Tour,1.3 S Diesel,Diesel,Sedan,Manual,1st Owner,1,110000,2019,2019,1248.0,19.95,74.02,190.0,Others,DDiS Diesel Engine,5 Speed,,Power,170.0,12.9,550000.0,Hyderabad,6
